protein	contrast	estimate	pvalue
RPS6	LB+NL+ vs LB-NL-	0.0280096776242952	0.958034071712952
RPS6KA2	LB+NL+ vs LB-NL-	0.0179233337351964	0.992688043934537
RPS7	LB+NL+ vs LB-NL-	-0.104790950383328	0.469928901722944
RPS8	LB+NL+ vs LB-NL-	-0.0371844745855355	0.862547419562623
RPS9	LB+NL+ vs LB-NL-	-0.088971229247629	0.465290493983036
RPSA	LB+NL+ vs LB-NL-	-0.0666005113344401	0.708935235701449
RPTOR	LB+NL+ vs LB-NL-	0.217505076092553	0.131770528657753
RRAS	LB+NL+ vs LB-NL-	0.285016986630631	0.0762186503822905
RRAS2	LB+NL+ vs LB-NL-	0.0138238224681551	0.990790124323466
RRBP1	LB+NL+ vs LB-NL-	0.16158439620762	0.383961770463792
RRM2B	LB+NL+ vs LB-NL-	-0.0121291925356614	0.991375330947835
RSU1	LB+NL+ vs LB-NL-	0.149020221480577	0.627189214075391
RTCA	LB+NL+ vs LB-NL-	0.0857764969034239	0.691998007546033
RTCB	LB+NL+ vs LB-NL-	0.0404097011875068	0.817139263666302
RTN1	LB+NL+ vs LB-NL-	-0.0589909626498272	0.758169570178167
RTN3	LB+NL+ vs LB-NL-	0.0575382782608537	0.708440685832866
RTN4	LB+NL+ vs LB-NL-	-0.142343961762951	0.152657016963933
RUFY3	LB+NL+ vs LB-NL-	-0.0624893547038648	0.78203387440817
RUVBL1	LB+NL+ vs LB-NL-	0.0506294251680138	0.73661866367901
RUVBL2	LB+NL+ vs LB-NL-	0.085860764794704	0.474101097335629
RYR2	LB+NL+ vs LB-NL-	0.113058324045565	0.888939599875382
S100A1	LB+NL+ vs LB-NL-	0.0591127005121013	0.830052206263706
S100A10	LB+NL+ vs LB-NL-	0.215920258283067	0.687529840225828
S100A11	LB+NL+ vs LB-NL-	0.396238705701603	0.245643138226059
S100A13	LB+NL+ vs LB-NL-	0.0090017436698298	0.997831736688219
S100A16	LB+NL+ vs LB-NL-	0.0808714001759278	0.769491289052405
S100A4	LB+NL+ vs LB-NL-	0.574959456217005	0.00140503220770072
S100A6	LB+NL+ vs LB-NL-	0.972688897783238	0.0433564011037054
S100A8	LB+NL+ vs LB-NL-	0.251145320768595	0.695895147014877
S100A9	LB+NL+ vs LB-NL-	0.374551585406902	0.603353031389535
S100B	LB+NL+ vs LB-NL-	0.00187202294491967	0.99992062145376
SAA1	LB+NL+ vs LB-NL-	0.217463078739174	0.820671060175712
SACM1L	LB+NL+ vs LB-NL-	0.040865805209049	0.639084860358252
SAMHD1	LB+NL+ vs LB-NL-	0.0370491573337138	0.951073566414723
SAMM50	LB+NL+ vs LB-NL-	-0.087979153772222	0.221251846859422
SAR1A	LB+NL+ vs LB-NL-	-0.0872832044565751	0.108951560384307
SAR1B	LB+NL+ vs LB-NL-	-0.126319848814426	0.148730860654059
SARM1	LB+NL+ vs LB-NL-	-0.0154416955412735	0.978346258062425
SARS	LB+NL+ vs LB-NL-	-0.0995616619867617	0.416555552501631
SARS2	LB+NL+ vs LB-NL-	-0.0153169318118916	0.973880526629587
SBDS	LB+NL+ vs LB-NL-	0.046138262038718	0.89666350186031
SBF1	LB+NL+ vs LB-NL-	0.0101146097665565	0.989797579055322
SBSN	LB+NL+ vs LB-NL-	-0.129377121576628	0.953943902301699
SCAI	LB+NL+ vs LB-NL-	-0.156997700575669	0.73183347740314
SCAMP1	LB+NL+ vs LB-NL-	-0.0792338620072363	0.775303947362797
SCAMP3	LB+NL+ vs LB-NL-	-0.0496844300667558	0.829976704988159
SCARB2	LB+NL+ vs LB-NL-	0.0928620983174354	0.544368244448989
SCCPDH	LB+NL+ vs LB-NL-	0.0164987458329047	0.980172068025701
SCD5	LB+NL+ vs LB-NL-	-0.16056860262578	0.191222077435981
SCFD1	LB+NL+ vs LB-NL-	-0.0198106713804552	0.914517769082318
SCFD2	LB+NL+ vs LB-NL-	0.0428217791877606	0.851215192205126
SCG2	LB+NL+ vs LB-NL-	-0.139706173842538	0.80698707931803
SCG3	LB+NL+ vs LB-NL-	-0.406189390723506	0.2311152242115
SCG5	LB+NL+ vs LB-NL-	-0.160223136886006	0.757705562175788
SCIN	LB+NL+ vs LB-NL-	0.147508786081039	0.758839473633781
SCLY	LB+NL+ vs LB-NL-	-0.122420656206615	0.467602724674212
SCN2A	LB+NL+ vs LB-NL-	-0.103938538360511	0.89454747007446
SCN2B	LB+NL+ vs LB-NL-	-0.283197171175009	0.16931479980774
SCN3B	LB+NL+ vs LB-NL-	-0.10995724796793	0.725250288315615
SCN4B	LB+NL+ vs LB-NL-	0.00830279385434095	0.999735322533359
SCO1	LB+NL+ vs LB-NL-	0.158235719021402	0.470324175422673
SCOC	LB+NL+ vs LB-NL-	-0.250620011331025	0.0454427118580978
SCP2	LB+NL+ vs LB-NL-	-0.0266523887300486	0.87955253000576
SCRIB	LB+NL+ vs LB-NL-	-0.00353918013625325	0.998523264560949
SCRN1	LB+NL+ vs LB-NL-	0.0161358236411576	0.935569048403263
SCRN2	LB+NL+ vs LB-NL-	0.0417043885840692	0.943528151504931
SCRN3	LB+NL+ vs LB-NL-	-0.0951592556748362	0.629148068000331
SDCBP	LB+NL+ vs LB-NL-	-0.0990718744416612	0.342932569878934
SDHA	LB+NL+ vs LB-NL-	0.00918373310565236	0.978220719448789
SDHB	LB+NL+ vs LB-NL-	0.00221340830409141	0.999073914944816
SDHC	LB+NL+ vs LB-NL-	0.406173641130298	0.215374998572134
SDHD	LB+NL+ vs LB-NL-	0.0738095609588682	0.933516071057493
SDR39U1	LB+NL+ vs LB-NL-	-0.0110511687053511	0.996218240808273
SDSL	LB+NL+ vs LB-NL-	-0.106151285948142	0.351297219750972
SEC13	LB+NL+ vs LB-NL-	-0.130919412336387	0.0379387662516443
SEC14L2	LB+NL+ vs LB-NL-	0.156132873142558	0.0791147846143581
SEC22B	LB+NL+ vs LB-NL-	-0.0754354625041752	0.547699572712169
SEC23A	LB+NL+ vs LB-NL-	-0.0185022291869253	0.965605169296211
SEC24B	LB+NL+ vs LB-NL-	-0.112232030958504	0.412063550958026
SEC24C	LB+NL+ vs LB-NL-	-0.126129125605586	0.345272375724088
SEC31A	LB+NL+ vs LB-NL-	-0.134064132960959	0.052023525491293
SEC62	LB+NL+ vs LB-NL-	0.0562884829159676	0.936930146316275
SELENBP1	LB+NL+ vs LB-NL-	0.326154442570273	0.0642017030577853
SEMA7A	LB+NL+ vs LB-NL-	0.333390372667455	0.0177560248880172
SENP8	LB+NL+ vs LB-NL-	-0.262738146158385	0.0940830170460737
SEP15	LB+NL+ vs LB-NL-	0.159484271317461	0.171415405752287
SEPT10	LB+NL+ vs LB-NL-	0.0176748402791422	0.993943201149977
SEPT11	LB+NL+ vs LB-NL-	0.0975626140193115	0.564952631030124
SEPT2	LB+NL+ vs LB-NL-	0.0195650582136883	0.985704094414393
SEPT3	LB+NL+ vs LB-NL-	0.042563255834232	0.890596990933882
SEPT4	LB+NL+ vs LB-NL-	-0.093851045769818	0.785765881167572
SEPT5	LB+NL+ vs LB-NL-	0.0465428957296689	0.94357229225959
SEPT6	LB+NL+ vs LB-NL-	0.174265968156196	0.339694970692659
SEPT7	LB+NL+ vs LB-NL-	0.0149170453239742	0.964114177512907
SEPT8	LB+NL+ vs LB-NL-	0.000255963880814388	0.999996398447612
SEPT9	LB+NL+ vs LB-NL-	0.00423758368185674	0.999424243750442
SERINC1	LB+NL+ vs LB-NL-	-0.108982880381849	0.557879210390369
SERPINA1	LB+NL+ vs LB-NL-	-0.0728426514650528	0.95874367297591
SERPINA3	LB+NL+ vs LB-NL-	-0.312385996336912	0.761907191329126
SERPINB6	LB+NL+ vs LB-NL-	0.299255455428785	0.508271136422076
SERPINC1	LB+NL+ vs LB-NL-	0.259256663780531	0.586142401281122
SERPINE2	LB+NL+ vs LB-NL-	0.1429341209932	0.793081972403557
SERPING1	LB+NL+ vs LB-NL-	-0.0137555182525433	0.998608339921303
SERPINH1	LB+NL+ vs LB-NL-	-0.0773632771179404	0.86890817536785
SET	LB+NL+ vs LB-NL-	0.104981846508064	0.715785688355031
SETD7	LB+NL+ vs LB-NL-	-0.0692139710484012	0.710906463824837
SF3B1	LB+NL+ vs LB-NL-	0.0401802641211778	0.942991976154463
SFPQ	LB+NL+ vs LB-NL-	-0.151609018538553	0.293313243558133
SFXN1	LB+NL+ vs LB-NL-	-0.0737403103823314	0.432104970781234
SFXN3	LB+NL+ vs LB-NL-	0.0517959601576308	0.746365334240969
SFXN4	LB+NL+ vs LB-NL-	-0.146018509250536	0.83813179427798
SFXN5	LB+NL+ vs LB-NL-	0.0336982528723584	0.932656573176661
SGIP1	LB+NL+ vs LB-NL-	-0.10463459660014	0.601556755883846
SGSM1	LB+NL+ vs LB-NL-	-0.104149761620889	0.844098366463365
SGSM2	LB+NL+ vs LB-NL-	-0.00852034777559574	0.998686901851776
SGTA	LB+NL+ vs LB-NL-	0.0703079398826336	0.64006231695075
SGTB	LB+NL+ vs LB-NL-	-0.123655277986006	0.382316749154764
SH2D5	LB+NL+ vs LB-NL-	0.135683864009203	0.698939393384692
SH3BGRL	LB+NL+ vs LB-NL-	0.0687160456548095	0.652264226603143
SH3BGRL2	LB+NL+ vs LB-NL-	0.019637977722607	0.974147065483937
SH3BGRL3	LB+NL+ vs LB-NL-	0.0277874274794568	0.912838274036949
SH3GL1	LB+NL+ vs LB-NL-	-0.0143291341500858	0.991428024179308
SH3GL2	LB+NL+ vs LB-NL-	-0.00535323830121503	0.997270666368069
SH3GL3	LB+NL+ vs LB-NL-	-0.106071268056455	0.47504991067455
SH3GLB1	LB+NL+ vs LB-NL-	-0.0243745265799642	0.978311333503485
SH3GLB2	LB+NL+ vs LB-NL-	-0.0405598875525257	0.743745316151611
SH3PXD2A	LB+NL+ vs LB-NL-	0.0302080843702921	0.982301325294324
SIAE	LB+NL+ vs LB-NL-	-0.342857795517913	0.146675035526292
SIGLEC16	LB+NL+ vs LB-NL-	0.335893564611749	0.590463874687038
SIK3	LB+NL+ vs LB-NL-	-0.169617128015421	0.104249614274404
SIRPA	LB+NL+ vs LB-NL-	0.0110800055272229	0.989048040604033
SIRT2	LB+NL+ vs LB-NL-	-0.0236577449838016	0.986659218593188
SIRT3	LB+NL+ vs LB-NL-	-0.0104159616124853	0.994957565508266
SIRT5	LB+NL+ vs LB-NL-	0.128353632247374	0.533267360467697
SKIV2L	LB+NL+ vs LB-NL-	-0.082890114257151	0.872297774876621
SKP1	LB+NL+ vs LB-NL-	-0.075228229313894	0.421418952690421
SLC12A2	LB+NL+ vs LB-NL-	-0.00357768045978193	0.999492974024417
SLC12A5	LB+NL+ vs LB-NL-	-0.158571969114625	0.453855059040846
SLC14A1	LB+NL+ vs LB-NL-	-0.0182910862887873	0.997767393732739
SLC16A1	LB+NL+ vs LB-NL-	0.300963277883094	0.00909237173935484
SLC18A2	LB+NL+ vs LB-NL-	-0.278954784369989	0.346606489694332
SLC1A2	LB+NL+ vs LB-NL-	-0.0862645101317519	0.885169095242844
SLC1A3	LB+NL+ vs LB-NL-	-0.0128435587567761	0.994043761453022
SLC1A4	LB+NL+ vs LB-NL-	-0.243114691803373	0.217439569431995
SLC20A2	LB+NL+ vs LB-NL-	0.260664524930334	0.272149400179907
SLC24A2	LB+NL+ vs LB-NL-	0.0388636079440905	0.986740513215705
SLC25A1	LB+NL+ vs LB-NL-	-0.0438865928525119	0.838046575926011
SLC25A10	LB+NL+ vs LB-NL-	-0.0574688925994467	0.913070499405015
SLC25A11	LB+NL+ vs LB-NL-	0.0399328638607595	0.830050761794921
SLC25A12	LB+NL+ vs LB-NL-	0.00135047883004496	0.999839420426646
SLC25A13	LB+NL+ vs LB-NL-	-0.103663329266887	0.553128196215157
SLC25A14	LB+NL+ vs LB-NL-	-0.0624535459718927	0.847139278807868
SLC25A18	LB+NL+ vs LB-NL-	0.0364941609985064	0.920754706928918
SLC25A20	LB+NL+ vs LB-NL-	0.0796937187698519	0.498771935569092
SLC25A22	LB+NL+ vs LB-NL-	-0.071527438510234	0.480254337586449
SLC25A23	LB+NL+ vs LB-NL-	-0.00968652395280176	0.998608803033964
SLC25A24	LB+NL+ vs LB-NL-	-0.000553175497586202	0.999989723264827
SLC25A25	LB+NL+ vs LB-NL-	-0.0243364101426496	0.951125936498467
SLC25A27	LB+NL+ vs LB-NL-	0.00147098978959781	0.999967404547709
SLC25A3	LB+NL+ vs LB-NL-	0.0421118583459949	0.796552387768563
SLC25A4	LB+NL+ vs LB-NL-	-0.0194504368867309	0.949529009605407
SLC25A40	LB+NL+ vs LB-NL-	-0.0336689090746508	0.919203419573543
SLC25A42	LB+NL+ vs LB-NL-	-0.0308786202363828	0.94269323481179
SLC25A46	LB+NL+ vs LB-NL-	0.106259777015158	0.965193845684773
SLC25A5	LB+NL+ vs LB-NL-	0.00614463187043834	0.995365399442545
SLC25A6	LB+NL+ vs LB-NL-	0.0399286990875582	0.939897046008205
SLC27A1	LB+NL+ vs LB-NL-	-0.0587536689094285	0.786542832240483
SLC27A4	LB+NL+ vs LB-NL-	-0.181412727953301	0.293641894891401
SLC29A1	LB+NL+ vs LB-NL-	0.0436047282685901	0.957587762812445
SLC2A1	LB+NL+ vs LB-NL-	0.0898243248126828	0.751536092436966
SLC2A13	LB+NL+ vs LB-NL-	0.0411489464808194	0.97756929585703
SLC2A3	LB+NL+ vs LB-NL-	0.13620492092484	0.593804442411622
SLC30A1	LB+NL+ vs LB-NL-	0.111560277118331	0.803981235921435
SLC30A9	LB+NL+ vs LB-NL-	-0.0677438135987669	0.674924248024042
SLC32A1	LB+NL+ vs LB-NL-	-0.0567021118801083	0.973856114256738
SLC39A12	LB+NL+ vs LB-NL-	0.174069923211201	0.537385519808955
SLC3A2	LB+NL+ vs LB-NL-	0.0317625379858826	0.80911677359899
SLC44A1	LB+NL+ vs LB-NL-	-0.0824076226987578	0.748145162312189
SLC44A2	LB+NL+ vs LB-NL-	-0.277666329238023	0.468520335234163
SLC4A1	LB+NL+ vs LB-NL-	0.832845778555276	0.00451754902523949
SLC4A3	LB+NL+ vs LB-NL-	0.101938739666295	0.83955453586641
SLC4A4	LB+NL+ vs LB-NL-	-0.0621917865409722	0.833618204609819
SLC6A1	LB+NL+ vs LB-NL-	0.0808730502430361	0.820712033623292
SLC6A11	LB+NL+ vs LB-NL-	0.199469037915505	0.424759397515985
SLC6A17	LB+NL+ vs LB-NL-	-0.0399581190666726	0.967598274588186
SLC7A10	LB+NL+ vs LB-NL-	0.0734091004839774	0.784598306484573
SLC7A11	LB+NL+ vs LB-NL-	0.135090187730169	0.881520202150361
SLC7A14	LB+NL+ vs LB-NL-	-0.00921804347448383	0.999222619544422
SLC7A5	LB+NL+ vs LB-NL-	-0.0238948979725139	0.987370306717085
SLC8A1	LB+NL+ vs LB-NL-	0.0296699653370994	0.984203648809523
SLC8A2	LB+NL+ vs LB-NL-	0.0529916807311515	0.959515159655922
SLC9A1	LB+NL+ vs LB-NL-	0.0354083425212197	0.983424933595713
SLC9A3R1	LB+NL+ vs LB-NL-	0.180250349911202	0.184794095774152
SLC9A3R2	LB+NL+ vs LB-NL-	-0.0534906734915232	0.887672986970977
SLC9A6	LB+NL+ vs LB-NL-	-0.0337856822034029	0.980459921871794
SLC9A7	LB+NL+ vs LB-NL-	-0.0217985882316758	0.997157705219671
SLIRP	LB+NL+ vs LB-NL-	0.494648486341074	0.409632938358672
SLK	LB+NL+ vs LB-NL-	-0.169191332044401	0.685286524980761
SMAP1	LB+NL+ vs LB-NL-	0.000770492145320251	0.999967679937595
SMPD1	LB+NL+ vs LB-NL-	-0.0288341861716693	0.966348967169341
SMPD3	LB+NL+ vs LB-NL-	0.0329768199125882	0.99123486954709
SMS	LB+NL+ vs LB-NL-	-0.0426134917418919	0.805831263275933
SMYD3	LB+NL+ vs LB-NL-	-0.0296156519984621	0.950820702146368
SNAP25	LB+NL+ vs LB-NL-	0.0100232935362765	0.995493280008883
SNAP91	LB+NL+ vs LB-NL-	-0.00966353824935859	0.988709136873936
SNAPIN	LB+NL+ vs LB-NL-	0.0254961766469313	0.993129882293591
SNCA	LB+NL+ vs LB-NL-	-0.0127350249605773	0.996615423624914
SNCB	LB+NL+ vs LB-NL-	-0.0290125782675624	0.983805480058529
SNCG	LB+NL+ vs LB-NL-	-0.124103976359541	0.707536327433577
SND1	LB+NL+ vs LB-NL-	0.00694857173044916	0.995985637280176
SNPH	LB+NL+ vs LB-NL-	-0.077533697036538	0.569674755288274
SNRNP200	LB+NL+ vs LB-NL-	-0.0774527862730128	0.733851946503415
SNRPD1	LB+NL+ vs LB-NL-	-0.116148898004432	0.631909247263068
SNRPD3	LB+NL+ vs LB-NL-	0.117594881831187	0.510749732759331
SNRPN	LB+NL+ vs LB-NL-	0.118294739515646	0.530966073704793
SNTA1	LB+NL+ vs LB-NL-	0.0347608908380194	0.939314616253007
SNTB1	LB+NL+ vs LB-NL-	0.0406180499665796	0.967885476611821
SNX1	LB+NL+ vs LB-NL-	0.0576317657339848	0.839022162705039
SNX12	LB+NL+ vs LB-NL-	-0.0464764083528783	0.859203309973996
SNX18	LB+NL+ vs LB-NL-	0.117550848925094	0.799143160796537
SNX2	LB+NL+ vs LB-NL-	0.0447375138176148	0.838260748907299
SNX27	LB+NL+ vs LB-NL-	0.0199208967931814	0.98869341794519
SNX3	LB+NL+ vs LB-NL-	0.0262630320666864	0.963847902574795
SNX30	LB+NL+ vs LB-NL-	-0.117141557589494	0.630472304950417
SNX4	LB+NL+ vs LB-NL-	-0.0983309177343247	0.761755653279813
SNX5	LB+NL+ vs LB-NL-	0.0739353850942018	0.45508020927626
SNX6	LB+NL+ vs LB-NL-	0.037531735471343	0.910204261165242
SNX9	LB+NL+ vs LB-NL-	0.231855975951409	0.250137690612772
SOD1	LB+NL+ vs LB-NL-	-0.059431662521906	0.329636985858606
SOD2	LB+NL+ vs LB-NL-	-0.0067197077550513	0.99486010408952
SOD3	LB+NL+ vs LB-NL-	-0.0121967838749757	0.988084613357823
SOGA3	LB+NL+ vs LB-NL-	-0.0620686648295283	0.71097409070888
SORBS1	LB+NL+ vs LB-NL-	-0.0245635405847567	0.979821628445369
SORD	LB+NL+ vs LB-NL-	0.156689109314494	0.507854557685627
SORL1	LB+NL+ vs LB-NL-	0.203946282395534	0.253243937579726
SORT1	LB+NL+ vs LB-NL-	-0.0146523756417324	0.99452361686176
SPARC	LB+NL+ vs LB-NL-	0.173083500174135	0.491845235334318
SPARCL1	LB+NL+ vs LB-NL-	-0.144963219257853	0.605627688553087
SPATA20	LB+NL+ vs LB-NL-	0.138254831774102	0.781681296021191
SPCS2	LB+NL+ vs LB-NL-	0.0342974848293208	0.951677630943768
SPG20	LB+NL+ vs LB-NL-	-0.150216675305319	0.0634523141301325
SPG7	LB+NL+ vs LB-NL-	-0.0496052693188441	0.882958458762727
SPIRE1	LB+NL+ vs LB-NL-	0.177416646555724	0.177373011192684
SPON1	LB+NL+ vs LB-NL-	0.378018824268852	0.077275048830592
SPP1	LB+NL+ vs LB-NL-	0.0459396464311235	0.983242632029434
SPR	LB+NL+ vs LB-NL-	-0.0252424891825738	0.86924863890962
SPRYD4	LB+NL+ vs LB-NL-	-0.116475872671819	0.437582026330427
SPTA1	LB+NL+ vs LB-NL-	0.46217172225151	0.120082366213839
SPTAN1	LB+NL+ vs LB-NL-	-0.0474833635658186	0.53607059966087
SPTB	LB+NL+ vs LB-NL-	0.374514891951377	0.0337013819927394
SPTBN1	LB+NL+ vs LB-NL-	0.0285507566461115	0.657041951618731
SPTBN2	LB+NL+ vs LB-NL-	-0.124135229220453	0.359827276432804
SPTBN4	LB+NL+ vs LB-NL-	-0.0126200371783909	0.985812075673159
SQSTM1	LB+NL+ vs LB-NL-	0.188319264801397	0.728635231515952
SRC	LB+NL+ vs LB-NL-	0.104516246585679	0.726655549583864
SRCIN1	LB+NL+ vs LB-NL-	0.0758152760773819	0.697906895120869
SRGAP3	LB+NL+ vs LB-NL-	0.112997581631203	0.704005019389035
SRI	LB+NL+ vs LB-NL-	0.184842661492292	0.0367619570938942
SRM	LB+NL+ vs LB-NL-	0.0369185882662935	0.926568493948321
SRP14	LB+NL+ vs LB-NL-	-0.120240410280244	0.420010596721263
SRP68	LB+NL+ vs LB-NL-	-0.204600074911635	0.382414593063191
SRP72	LB+NL+ vs LB-NL-	-0.00422025133639706	0.999305907653664
SRP9	LB+NL+ vs LB-NL-	0.0452530325650211	0.859830753723182
SRPK2	LB+NL+ vs LB-NL-	-0.274928842780516	0.000832160675796612
SRPR	LB+NL+ vs LB-NL-	-0.0907987500939484	0.620464020973713
SRPRB	LB+NL+ vs LB-NL-	-0.015199166356184	0.992008484033528
SRR	LB+NL+ vs LB-NL-	0.0628415921233422	0.917123428903025
SRSF1	LB+NL+ vs LB-NL-	-0.0551323217800708	0.902579928575048
SRSF7	LB+NL+ vs LB-NL-	-0.00779953316209859	0.997501325062552
SSB	LB+NL+ vs LB-NL-	-0.0462131636102333	0.806688715709535
SSBP1	LB+NL+ vs LB-NL-	0.108809403898529	0.0932134171470974
SST	LB+NL+ vs LB-NL-	0.328899402235719	0.519078112307588
ST13	LB+NL+ vs LB-NL-	-0.0427284510731289	0.789067140785073
STAM	LB+NL+ vs LB-NL-	-0.0808964871512895	0.558047796011364
STAMBP	LB+NL+ vs LB-NL-	-0.0858053601962095	0.602313276782588
STARD10	LB+NL+ vs LB-NL-	0.0706626205993337	0.839233855924082
STAT1	LB+NL+ vs LB-NL-	-0.224388038954216	0.598147883481911
STAT3	LB+NL+ vs LB-NL-	-0.112426451270269	0.562145287691654
STAT5B	LB+NL+ vs LB-NL-	-0.0265325657275525	0.97951773088281
STIM1	LB+NL+ vs LB-NL-	0.129888463401317	0.674620618247204
STIP1	LB+NL+ vs LB-NL-	0.0335019773407362	0.815694892174323
STK24	LB+NL+ vs LB-NL-	0.0166911723566132	0.977674988439973
STK32C	LB+NL+ vs LB-NL-	0.0215951207901075	0.986547452673955
STK39	LB+NL+ vs LB-NL-	0.0649062369993178	0.704236751898522
STMN1	LB+NL+ vs LB-NL-	0.0113880205214227	0.998268239512716
STMN2	LB+NL+ vs LB-NL-	-0.128275657636118	0.664268169874628
STMN3	LB+NL+ vs LB-NL-	0.0214991515344803	0.978204951191468
STOM	LB+NL+ vs LB-NL-	0.176777083124207	0.390400025015242
STOML2	LB+NL+ vs LB-NL-	-0.0174496447466538	0.933951813138949
STON2	LB+NL+ vs LB-NL-	0.345975590222501	0.250490966527066
STRAP	LB+NL+ vs LB-NL-	-0.0392940440633234	0.792922926106478
STRN	LB+NL+ vs LB-NL-	-0.0250010960507282	0.982151090923061
STUB1	LB+NL+ vs LB-NL-	-0.038688840359668	0.867859767557973
STX12	LB+NL+ vs LB-NL-	-0.0741318445776583	0.449899925842356
STX18	LB+NL+ vs LB-NL-	-0.180174533720721	0.261482585996845
STX1A	LB+NL+ vs LB-NL-	-0.121783337411438	0.531001423367985
STX1B	LB+NL+ vs LB-NL-	0.0595756577011824	0.884310574295636
STX7	LB+NL+ vs LB-NL-	-0.00689947255846133	0.994875233331702
STXBP1	LB+NL+ vs LB-NL-	0.0599232032096498	0.837769424131185
STXBP3	LB+NL+ vs LB-NL-	-0.000846484317353818	0.999960424247747
STXBP5	LB+NL+ vs LB-NL-	-0.0332743043945474	0.97198282977048
STXBP5L	LB+NL+ vs LB-NL-	-0.230531701547643	0.168409006308762
STXBP6	LB+NL+ vs LB-NL-	-0.111077482341815	0.881396487905722
SUCLA2	LB+NL+ vs LB-NL-	-0.0466714321785294	0.695040193526216
SUCLG1	LB+NL+ vs LB-NL-	-0.0254110233723998	0.939814185661554
SUCLG2	LB+NL+ vs LB-NL-	-0.092605340929302	0.537354401786964
SUGT1	LB+NL+ vs LB-NL-	-0.0658450657572031	0.482089124841089
SULT1A1	LB+NL+ vs LB-NL-	0.310467326920456	0.458193121165181
SULT4A1	LB+NL+ vs LB-NL-	0.0304469441375094	0.909952641962192
SUMO4	LB+NL+ vs LB-NL-	0.280910484923868	0.0422863115714467
SUN2	LB+NL+ vs LB-NL-	0.0516633263012679	0.902333078616751
SURF4	LB+NL+ vs LB-NL-	-0.00544595733758252	0.998518410308712
SV2A	LB+NL+ vs LB-NL-	-0.0388475299220717	0.95778039402491
SV2B	LB+NL+ vs LB-NL-	0.0782389718267538	0.870346956552133
SV2C	LB+NL+ vs LB-NL-	0.350833682342754	0.576372055963846
SVIP	LB+NL+ vs LB-NL-	-0.0940745827553128	0.668186829639568
SYAP1	LB+NL+ vs LB-NL-	-0.00106479555881874	0.999941630986382
SYN1	LB+NL+ vs LB-NL-	-0.0637828376446261	0.888837798081305
SYN2	LB+NL+ vs LB-NL-	-0.21894202600584	0.506468548161308
SYN3	LB+NL+ vs LB-NL-	-0.117990110620434	0.721428763955197
SYNCRIP	LB+NL+ vs LB-NL-	0.0264592303206476	0.938341912272014
SYNE1	LB+NL+ vs LB-NL-	-0.135348341115902	0.66715136143451
SYNGR1	LB+NL+ vs LB-NL-	0.0712327622317767	0.904110424773986
SYNGR3	LB+NL+ vs LB-NL-	0.0801690776839831	0.890455789712469
SYNJ1	LB+NL+ vs LB-NL-	-0.000634458921867813	0.99992062423461
SYNJ2BP	LB+NL+ vs LB-NL-	-0.18920194386189	0.0943451112278434
SYNM	LB+NL+ vs LB-NL-	0.0995304504813791	0.975441786018227
SYNPR	LB+NL+ vs LB-NL-	-0.185890076941352	0.796438316625642
SYP	LB+NL+ vs LB-NL-	0.158640496057554	0.273210516161795
SYT1	LB+NL+ vs LB-NL-	-0.113671594967837	0.686112712299009
SYT12	LB+NL+ vs LB-NL-	-0.0405379152665622	0.980633093286636
SYT2	LB+NL+ vs LB-NL-	-0.0571382412053942	0.950455503443751
SYT3	LB+NL+ vs LB-NL-	0.1669248063556	0.826435728054041
SYT5	LB+NL+ vs LB-NL-	0.255894035986478	0.394350437617699
SYT7	LB+NL+ vs LB-NL-	0.0664472827462123	0.909762864274091
TAC1	LB+NL+ vs LB-NL-	-0.0162373166264485	0.997630196811759
TACO1	LB+NL+ vs LB-NL-	-0.133270417361324	0.61063618526627
TAGLN	LB+NL+ vs LB-NL-	0.333220200037052	0.359392900500283
TAGLN2	LB+NL+ vs LB-NL-	0.103113023804184	0.741285077816853
TAGLN3	LB+NL+ vs LB-NL-	-0.118136696134617	0.159167508031443
TALDO1	LB+NL+ vs LB-NL-	0.0700553995123101	0.841929794293277
TANC2	LB+NL+ vs LB-NL-	-0.0232734395129485	0.976022029558063
TAOK1	LB+NL+ vs LB-NL-	-0.175837758138031	0.0692226786708844
TARDBP	LB+NL+ vs LB-NL-	-0.0852652597553889	0.700945787394328
TARS	LB+NL+ vs LB-NL-	0.0990923008495817	0.662012687464735
TAX1BP3	LB+NL+ vs LB-NL-	0.253018472813422	0.124476363809518
TBC1D10B	LB+NL+ vs LB-NL-	0.05910205827155	0.673247055012584
TBC1D15	LB+NL+ vs LB-NL-	0.0776802760106241	0.690925554580819
TBC1D24	LB+NL+ vs LB-NL-	0.188542307801899	0.321922565315393
TBC1D5	LB+NL+ vs LB-NL-	-0.287411248565064	0.169792435722649
TBC1D9B	LB+NL+ vs LB-NL-	-0.157220188319619	0.206637082108892
TBCA	LB+NL+ vs LB-NL-	0.0754133526651292	0.552500212431903
TBCB	LB+NL+ vs LB-NL-	0.0138798708852844	0.983048981823285
TBCC	LB+NL+ vs LB-NL-	0.0651360590620939	0.76632202182948
TBCD	LB+NL+ vs LB-NL-	-0.102847438917893	0.571590085175113
TBCE	LB+NL+ vs LB-NL-	-0.132760972246391	0.571078575052388
TBK1	LB+NL+ vs LB-NL-	-0.0616040448060562	0.831751590365287
TCEB1	LB+NL+ vs LB-NL-	0.0493224651334793	0.792004891811943
